lon,lat
100.10083333333336,22.489166666666666
100.14250000000001,22.489166666666666
100.18416666666666,22.489166666666666
100.22583333333336,22.489166666666666
100.26750000000001,22.489166666666666
100.30916666666666,22.489166666666666
100.35083333333336,22.489166666666666
100.39250000000001,22.489166666666666
100.43416666666666,22.489166666666666
100.47583333333336,22.489166666666666
100.51750000000001,22.489166666666666
100.55916666666666,22.489166666666666
100.60083333333336,22.489166666666666
100.64250000000001,22.489166666666666
100.68416666666666,22.489166666666666
100.72583333333336,22.489166666666666
100.76750000000001,22.489166666666666
100.80916666666666,22.489166666666666
100.85083333333336,22.489166666666666
100.89250000000001,22.489166666666666
100.93416666666666,22.489166666666666
100.97583333333336,22.489166666666666
101.01750000000001,22.489166666666666
101.05916666666666,22.489166666666666
101.10083333333336,22.489166666666666
101.14250000000001,22.489166666666666
101.18416666666666,22.489166666666666
101.22583333333336,22.489166666666666
101.26750000000001,22.489166666666666
101.30916666666666,22.489166666666666
101.35083333333336,22.489166666666666
101.39250000000001,22.489166666666666
101.43416666666666,22.489166666666666
101.47583333333336,22.489166666666666
101.51750000000001,22.489166666666666
101.55916666666666,22.489166666666666
101.60083333333336,22.489166666666666
101.64250000000001,22.489166666666666
101.68416666666666,22.489166666666666
101.72583333333336,22.489166666666666
101.76750000000001,22.489166666666666
101.80916666666666,22.489166666666666
101.85083333333336,22.489166666666666
101.89250000000001,22.489166666666666
101.93416666666666,22.489166666666666
101.97583333333336,22.489166666666666
102.01750000000001,22.489166666666666
102.05916666666666,22.489166666666666
102.10083333333336,22.489166666666666
102.14250000000001,22.489166666666666
102.18416666666666,22.489166666666666
102.22583333333336,22.489166666666666
102.26750000000001,22.489166666666666
102.30916666666666,22.489166666666666
102.35083333333336,22.489166666666666
102.3925,22.489166666666666
102.43416666666666,22.489166666666666
102.47583333333334,22.489166666666666
102.5175,22.489166666666666
102.55916666666666,22.489166666666666
102.60083333333334,22.489166666666666
102.6425,22.489166666666666
102.68416666666666,22.489166666666666
102.72583333333334,22.489166666666666
102.7675,22.489166666666666
102.80916666666666,22.489166666666666
102.85083333333334,22.489166666666666
102.8925,22.489166666666666
102.93416666666666,22.489166666666666
102.97583333333334,22.489166666666666
103.0175,22.489166666666666
103.05916666666666,22.489166666666666
103.10083333333334,22.489166666666666
103.1425,22.489166666666666
103.18416666666666,22.489166666666666
103.22583333333334,22.489166666666666
103.2675,22.489166666666666
103.30916666666666,22.489166666666666
